Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-08-05 00:00:00+02:00,5.297999858856201,5.320000171661377,5.235000133514404,5.232999801635742,4472,0.0,0.0,0.0
2025-08-06 00:00:00+02:00,5.247000217437744,5.250999927520752,5.203999996185303,5.243000030517578,910,0.0,0.0,0.0
2025-08-07 00:00:00+02:00,5.264999866485596,5.320000171661377,5.261000156402588,5.2870001792907715,3003,0.0,0.0,0.0
2025-08-08 00:00:00+02:00,5.289999961853027,5.316999912261963,5.283999919891357,5.310999870300293,2690,0.0,0.0,0.0
2025-08-11 00:00:00+02:00,5.539999961853027,5.539999961853027,5.320000171661377,5.357999801635742,4652,0.0,0.0,0.0
2025-08-12 00:00:00+02:00,5.335999965667725,5.369999885559082,5.320000171661377,5.341000080108643,1742,0.0,0.0,0.0
2025-08-13 00:00:00+02:00,5.370999813079834,5.381999969482422,5.349999904632568,5.34499979019165,3829,0.0,0.0,0.0
2025-08-14 00:00:00+02:00,5.36299991607666,5.381999969482422,5.340000152587891,5.367000102996826,3079,0.0,0.0,0.0
2025-08-15 00:00:00+02:00,5.377999782562256,5.377999782562256,5.324999809265137,5.323999881744385,4530,0.0,0.0,0.0
2025-08-18 00:00:00+02:00,5.339000225067139,5.343999862670898,5.323999881744385,5.335000038146973,3223,0.0,0.0,0.0
2025-08-19 00:00:00+02:00,5.335999965667725,5.36299991607666,5.2870001792907715,5.328000068664551,2501,0.0,0.0,0.0
2025-08-20 00:00:00+02:00,5.270999908447266,5.28000020980835,5.0,5.2170000076293945,7620,0.0,0.0,0.0
2025-08-21 00:00:00+02:00,5.260000228881836,5.267000198364258,5.230000019073486,5.24399995803833,1421,0.0,0.0,0.0
2025-08-22 00:00:00+02:00,5.234000205993652,5.296999931335449,5.234000205993652,5.281000137329102,18717,0.0,0.0,0.0
2025-08-25 00:00:00+02:00,5.26800012588501,5.296999931335449,5.245999813079834,5.293000221252441,6014,0.0,0.0,0.0
2025-08-26 00:00:00+02:00,5.294000148773193,5.302999973297119,5.276000022888184,5.290999889373779,6103,0.0,0.0,0.0
2025-08-27 00:00:00+02:00,5.550000190734863,5.550000190734863,5.321000099182129,5.335000038146973,1947,0.0,0.0,0.0
2025-08-28 00:00:00+02:00,5.324999809265137,5.353000164031982,5.306000232696533,5.328999996185303,2049,0.0,0.0,0.0
2025-08-29 00:00:00+02:00,5.3420000076293945,5.3429999351501465,5.25,5.267000198364258,5566,0.0,0.0,0.0
2025-09-01 00:00:00+02:00,5.255000114440918,5.271999835968018,5.25,5.26800012588501,2978,0.0,0.0,0.0
2025-09-02 00:00:00+02:00,5.261000156402588,5.264999866485596,5.199999809265137,5.201000213623047,28081,0.0,0.0,0.0
2025-09-03 00:00:00+02:00,5.27400016784668,5.293000221252441,5.257999897003174,5.264999866485596,1402,0.0,0.0,0.0
2025-09-04 00:00:00+02:00,5.291999816894531,5.311999797821045,5.291999816894531,5.313000202178955,721,0.0,0.0,0.0
2025-09-05 00:00:00+02:00,5.349999904632568,5.360000133514404,5.269999980926514,5.288000106811523,1247,0.0,0.0,0.0
2025-09-08 00:00:00+02:00,5.322999954223633,5.341000080108643,5.315000057220459,5.335000038146973,2672,0.0,0.0,0.0
2025-09-09 00:00:00+02:00,5.328000068664551,5.3420000076293945,5.317999839782715,5.331999778747559,9619,0.0,0.0,0.0
2025-09-10 00:00:00+02:00,5.38100004196167,5.38100004196167,5.360000133514404,5.363999843597412,2211,0.0,0.0,0.0
2025-09-11 00:00:00+02:00,5.377999782562256,5.3979997634887695,5.360000133514404,5.386000156402588,2443,0.0,0.0,0.0
2025-09-12 00:00:00+02:00,5.377999782562256,5.40500020980835,5.374000072479248,5.4019999504089355,5163,0.0,0.0,0.0
2025-09-15 00:00:00+02:00,5.410999774932861,5.425000190734863,5.389999866485596,5.420000076293945,6728,0.0,0.0,0.0
2025-09-16 00:00:00+02:00,5.432000160217285,5.455999851226807,5.392000198364258,5.390999794006348,976,0.0,0.0,0.0
2025-09-17 00:00:00+02:00,5.392000198364258,5.39900016784668,5.361999988555908,5.368000030517578,3990,0.0,0.0,0.0
2025-09-18 00:00:00+02:00,5.370999813079834,5.484000205993652,5.370999813079834,5.484000205993652,2586,0.0,0.0,0.0
2025-09-19 00:00:00+02:00,5.4679999351501465,5.504000186920166,5.455999851226807,5.486000061035156,6077,0.0,0.0,0.0
2025-09-22 00:00:00+02:00,5.525000095367432,5.525000095367432,5.4770002365112305,5.513000011444092,3983,0.0,0.0,0.0
2025-09-23 00:00:00+02:00,5.526000022888184,5.539999961853027,5.506999969482422,5.513999938964844,3832,0.0,0.0,0.0
2025-09-24 00:00:00+02:00,5.5,5.519999980926514,5.494999885559082,5.501999855041504,2187,0.0,0.0,0.0
2025-09-25 00:00:00+02:00,5.494999885559082,5.5,5.449999809265137,5.491000175476074,7286,0.0,0.0,0.0
2025-09-26 00:00:00+02:00,5.502999782562256,5.570000171661377,5.484000205993652,5.492000102996826,2415,0.0,0.0,0.0
2025-09-29 00:00:00+02:00,5.526000022888184,5.552999973297119,5.517000198364258,5.5279998779296875,6950,0.0,0.0,0.0
2025-09-30 00:00:00+02:00,5.51200008392334,5.519000053405762,5.5,5.515999794006348,2602,0.0,0.0,0.0
