Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-06-10 00:00:00+02:00,5.0320000648498535,5.0320000648498535,5.0320000648498535,5.0320000648498535,0,0.0,0.0,0.0
2025-06-11 00:00:00+02:00,5.052999973297119,5.052999973297119,5.039999961853027,5.039000034332275,92,0.0,0.0,0.0
2025-06-12 00:00:00+02:00,4.988999843597412,4.988999843597412,4.988999843597412,4.9770002365112305,0,0.0,0.0,0.0
2025-06-13 00:00:00+02:00,4.927999973297119,4.927999973297119,4.927999973297119,4.954999923706055,0,0.0,0.0,0.0
2025-06-16 00:00:00+02:00,4.945000171661377,4.945000171661377,4.945000171661377,4.982999801635742,0,0.0,0.0,0.0
2025-06-17 00:00:00+02:00,4.968999862670898,4.968999862670898,4.968999862670898,4.991000175476074,0,0.0,0.0,0.0
2025-06-18 00:00:00+02:00,4.97599983215332,4.97599983215332,4.97599983215332,4.984000205993652,0,0.0,0.0,0.0
2025-06-19 00:00:00+02:00,4.933000087738037,4.933000087738037,4.933000087738037,4.933000087738037,0,0.0,0.0,0.0
2025-06-20 00:00:00+02:00,4.953999996185303,4.953999996185303,4.953999996185303,4.940999984741211,0,0.0,0.0,0.0
2025-06-23 00:00:00+02:00,4.940000057220459,4.960000038146973,4.940000057220459,4.954999923706055,1,0.0,0.0,0.0
2025-06-24 00:00:00+02:00,5.011000156402588,5.011000156402588,5.011000156402588,5.011000156402588,0,0.0,0.0,0.0
2025-06-25 00:00:00+02:00,5.038000106811523,5.038000106811523,5.035999774932861,5.0320000648498535,142,0.0,0.0,0.0
2025-06-26 00:00:00+02:00,5.019000053405762,5.019000053405762,5.013999938964844,5.0269999504089355,15,0.0,0.0,0.0
2025-06-27 00:00:00+02:00,5.057000160217285,5.068999767303467,5.057000160217285,5.067999839782715,1753,0.0,0.0,0.0
2025-06-30 00:00:00+02:00,5.081999778747559,5.0920000076293945,5.070000171661377,5.061999797821045,355,0.0,0.0,0.0
2025-07-01 00:00:00+02:00,5.059000015258789,5.059000015258789,5.039999961853027,5.0229997634887695,220,0.0,0.0,0.0
2025-07-02 00:00:00+02:00,5.041999816894531,5.041999816894531,5.035999774932861,5.048999786376953,28,0.0,0.0,0.0
2025-07-03 00:00:00+02:00,5.056000232696533,5.059000015258789,5.056000232696533,5.059000015258789,200,0.0,0.0,0.0
2025-07-04 00:00:00+02:00,5.091000080108643,5.091000080108643,5.076000213623047,5.076000213623047,614,0.0,0.0,0.0
2025-07-07 00:00:00+02:00,5.091000080108643,5.0970001220703125,5.091000080108643,5.093999862670898,56,0.0,0.0,0.0
2025-07-08 00:00:00+02:00,5.0960001945495605,5.0960001945495605,5.0960001945495605,5.09499979019165,80,0.0,0.0,0.0
2025-07-09 00:00:00+02:00,5.093999862670898,5.1519999504089355,5.093999862670898,5.119999885559082,2568,0.0,0.0,0.0
2025-07-10 00:00:00+02:00,5.11299991607666,5.140999794006348,5.11299991607666,5.131999969482422,1657,0.0,0.0,0.0
2025-07-11 00:00:00+02:00,5.133999824523926,5.133999824523926,5.116000175476074,5.120999813079834,802,0.0,0.0,0.0
2025-07-14 00:00:00+02:00,5.116000175476074,5.122000217437744,5.105999946594238,5.140999794006348,80,0.0,0.0,0.0
2025-07-15 00:00:00+02:00,5.176000118255615,5.186999797821045,5.172999858856201,5.204999923706055,32,0.0,0.0,0.0
2025-07-16 00:00:00+02:00,5.164000034332275,5.198999881744385,5.150000095367432,5.133999824523926,566,0.0,0.0,0.0
2025-07-17 00:00:00+02:00,5.2210001945495605,5.2210001945495605,5.202000141143799,5.235000133514404,63,0.0,0.0,0.0
2025-07-18 00:00:00+02:00,5.236999988555908,5.236999988555908,5.206999778747559,5.202000141143799,72,0.0,0.0,0.0
2025-07-21 00:00:00+02:00,5.228000164031982,5.243000030517578,5.206999778747559,5.2170000076293945,4890,0.0,0.0,0.0
2025-07-22 00:00:00+02:00,5.216000080108643,5.2179999351501465,5.184000015258789,5.168000221252441,5054,0.0,0.0,0.0
2025-07-23 00:00:00+02:00,5.177999973297119,5.184999942779541,5.164999961853027,5.164000034332275,2407,0.0,0.0,0.0
2025-07-24 00:00:00+02:00,5.189000129699707,5.203999996185303,5.173999786376953,5.191999912261963,2435,0.0,0.0,0.0
2025-07-25 00:00:00+02:00,5.203999996185303,5.2270002365112305,5.197000026702881,5.21999979019165,2236,0.0,0.0,0.0
2025-07-28 00:00:00+02:00,5.256999969482422,5.281000137329102,5.254000186920166,5.2769999504089355,6214,0.0,0.0,0.0
2025-07-29 00:00:00+02:00,5.335999965667725,5.354000091552734,5.320000171661377,5.317999839782715,3449,0.0,0.0,0.0
2025-07-30 00:00:00+02:00,5.317999839782715,5.360000133514404,5.311999797821045,5.3520002365112305,4848,0.0,0.0,0.0
2025-07-31 00:00:00+02:00,5.434000015258789,5.449999809265137,5.369999885559082,5.380000114440918,6343,0.0,0.0,0.0
2025-08-01 00:00:00+02:00,5.324999809265137,5.324999809265137,5.159999847412109,5.190999984741211,2565,0.0,0.0,0.0
2025-08-04 00:00:00+02:00,5.197999954223633,5.269000053405762,5.197999954223633,5.249000072479248,5045,0.0,0.0,0.0
